[regular verb]
aah,aahed
resaw,resawed
rescal,rescaled
reschedule,rescheduled
rescind,rescinded
rescor,rescored
rescreen,rescreened
rescrub,rescrubbed
rescrutinize,rescrutinized
rescue,rescued
reseal,resealed
reseate,reseated
resect,resected
reseed,reseeded
resegregate,resegregated
reseize,reseized
reselect,reselected
resemble,resembled
resensitize,resensitized
resentence,resentenced
reseparate,reseparated
reserpinize,reserpinized
reserv,reserved
reservice,reserviced
reservoir,reservoired
resettle,resettled
resew,resewed
reshape,reshaped
reshar,reshared
resharpen,resharpened
reshave,reshaved
reshin,reshined
reshingle,reshingled
reship,reshipped
reshuffle,reshuffled
resift,resifted
resignal,resignaled
resign,resigned
resil,resiled
resymbolize,resymbolized
resinate,resinated
resynchronize,resynchronized
resin,resined
resinify,resinified
resynthesize,resynthesized
resynthetize,resynthetized
resist,resisted
resystematize,resystematized
resit,resited
resituate,resituated
resize,resized
reslate,reslated
resmelt,resmelted
resmooth,resmoothed
resoak,resoaked
resod,resodded
resolder,resoldered
resol,resoled
resolidify,resolidified
resonate,resonated
resorb,resorbed
resorte,resorted
resound,resounded
respace,respaced
respad,respaded
respecify,respecified
respecte,respected
respell,respelled
respice,respiced
respirator,respiratored
respit,respited
resplice,respliced
resprinkle,resprinkled
restab,restabbed
restabilize,restabilized
restable,restabled
restack,restacked
restaff,restaffed
restage,restaged
restate,restated
resterilize,resterilized
restyle,restyled
restimulate,restimulated
restipulate,restipulated
restitute,restituted
restore,restored
restraighten,restraightened
restrengthen,restrengthened
restructure,restructured
restuff,restuffed
resublimate,resublimated
resubmerge,resubmerged
resubmit,resubmitted
resubscribe,resubscribed
resubstantiate,resubstantiated
resulfurize,resulfurized
resulphurize,resulphurized
result,resulted
resume,resumed
resummon,resummoned
resupinate,resupinated
resupply,resupplied
resurface,resurfaced
resurge,resurged
resurrect,resurrected
resurvey,resurveyed
resuscitate,resuscitated
retabulate,retabulated
retack,retacked
retag,retagged
retail,retailed
retailor,retailored
retain,retained
retaliate,retaliated
retast,retasted
retax,retaxed
retch,retched
reteam,reteamed
retest,retested
rethread,rethreaded
reticulate,reticulated
reticule,reticuled
retie,retied
retighten,retightened
retil,retiled
retim,retimed
retinerve,retinerved
retinge,retinged
retin,retinned
retint,retinted
rety,retyped
retiracy,retiracied
retitle,retitled
retle,retled
retool,retooled
retort,retorted
retotal,retotaled
retouch,retouched
retrace,retraced
retrad,retraded
retrain,retrained
retranscribe,retranscribed
retransfer,retransferred
retranslate,retranslated
retransmit,retransmited
retransmit,retransmitted
retransplant,retransplanted
retraverse,retraversed
retread,retreaded
retreate,retreated
retrench,retrenched
retribute,retributed
retrick,retricked
retry,retried
retrieve,retrieved
retrim,retrimmed
retroact,retroacted
retroced,retroceded
retrocurve,retrocurved
retrofit,retrofitted
retroflect,retroflected
retroflex,retroflexed
retrofract,retrofracted
retrograd,retrograded
retrogress,retrogressed
retromorphose,retromorphosed
retroplex,retroplexed
retropose,retroposed
retrovert,retroverted
rett,retted
retund,retunded
retune,retuned
cock,cocked
retwin,retwined
retwist,retwisted
reunify,reunified
reunit,reunited
reupholster,reupholstered
reuse,reused
reutilise,reutilised
reutilize,reutilized
reutter,reuttered
revacate,revacated
revaccinate,revaccinated
revalidate,revalidated
revaluate,revaluated
revalue,revalued
revamp,revamped
revaporize,revaporized
revarnish,revarnished
revegetate,revegetated
revel,reveled
revell,revelled
revenge,revenged
reventilate,reventilated
revenue,revenued
rever,reverbed
reverberate,reverberated
reverence,reverenced
reverify,reverified
revert,reverted
revest,revested
reveto,revetoed
revet,revetted
revibrate,revibrated
revictual,revictualed
revictuall,revictualled
review,reviewed
revil,reviled
reviolate,reviolated
revise,revised
revisit,revisited
revisualize,revisualized
revitalise,revitalised
revitalize,revitalized
revive,revived
revivify,revivified
revoyage,revoyaged
revoice,revoiced
revoke,revoked
revolute,revoluted
revolutionise,revolutionised
revolutionize,revolutionized
revolve,revolved
revote,revoted
revulse,revulsed
revve,revved
rewak,rewaked
rewaken,rewakened
rewarm,rewarmed
rewash,rewashed
rewax,rewaxed
reweave,reweaved
rew,rewed
rewed,rewedded
reweigh,reweighed
reweld,rewelded
rewet,rewetted
rewiden,rewidened
rewind,rewinded
rewire,rewired
reword,reworded
rewrap,rewrapped
rezon,rezoned
rhapsodize,rhapsodized
rheume,rheumed
rhym,rhymed
tagg,tagged
rhythm,rhythmed
rhumba,rhumbaed
ribaudr,ribaudred
ribbon,ribboned
ric,riced
richen,richened
richet,richeted
richet,richetted
ricochet,ricocheted
ricochet,ricochetted
ridde,ridded
ride,ridered
ridgepol,ridgepoled
ridicule,ridiculed
riff,riffed
riffle,riffled
rifle,rifled
rift,rifted
righthead,rightheaded
rightheart,righthearted
rigidify,rigidified
ril,riled
rill,rilled
rim,rimed
rime-frost,rime-frosted
rim,rimmed
rimple,rimpled
ringbon,ringboned
strak,straked
ringtail,ringtailed
rinse,rinsed
riote,rioted
ripost,riposted
rip,ripped
ripple,rippled
riprap,riprapped
ritualize,ritualized
rival,rivaled
rivall,rivalled
rive,rived
rivel,riveled
rivell,rivelled
riverb,riverbed
river-form,river-formed
rivet,rivetted
rizzom,rizzomed
roach,roached
roadb,roadbed
roade,roaded
roam,roamed
robb,robbed
robotize,robotized
rochet,rocheted
bethreaten,bethreatened
rockete,rocketed
rockrib,rockribbed
thwart,thwarted
rodomontad,rodomontaded
royalise,royalised
royalize,royalized
roil,roiled
romance,romanced
romanise,romanised
romanize,romanized
rontgenize,rontgenized
roo,rooed
rookery,rookeried
roose,roosed
roost,roosted
roove,rooved
strop,stropped
roquet,roqueted
rosate,rosated
colour,coloured
ros,rosed
rosy,rosied
rostrate,rostrated
rotate,rotated
rototill,rototilled
rouge,rouged
roughdry,roughdried
roughe,roughed
roughen,roughened
roughfoote,roughfooted
hew,hewed
roughhouse,roughhoused
plastere,plastered
scale,scaled
roughtail,roughtailed
thicket,thicketed
roulet,rouletted
roundhead,roundheaded
roundmouth,roundmouthed
roundnose,roundnosed
should,shouldred
truss,trussed
womb,wombed
roust,rousted
route,routed
routinize,routinized
rove,roved
rowel,roweled
rowell,rowelled
row,rowted
core,cored
rubber,rubbered
rubberise,rubberised
rubberize,rubberized
rubberneck,rubbernecked
rubbl,rubbled
rubicon,rubiconed
ruby,rubied
ruch,ruched
ruck,rucked
ruckle,ruckled
ruddy,ruddied
ruddle,ruddled
rudent,rudented
rue,rued
ruff,ruffed
ruffle,ruffled
rug,rugged
rughead,rugheaded
ruinate,ruinated
rumage,rumaged
rumba,rumbaed
rumble,rumbled
ruminate,ruminated
rummage,rummaged
rumor,rumored
rumoure,rumoured
rumple,rumpled
run,runed
runkle,runkled
run,runted
rupture,ruptured
ruralise,ruralised
ruralize,ruralized
rush,rushed
rushlight,rushlighted
russianise,russianised
russify,russified
canker,cankered
rust,rusted
reste,rested
rust,rustled
rust,rustred
rutilate,rutilated
sab,sabbed
saccharinate,saccharinated
sacculate,sacculated
sadden,saddened
sequester,sequestered
salaam,salaamed
sample,sampled
war,warped
sandwich,sandwiched
sanitise,sanitised
saponate,saponated
sash,sashed
satiate,satiated
satirise,satirised
scabbard,scabbarded
scab,scabbed
scabble,scabbled
scaffold,scaffolded
scall,scalled
scallop,scalloped
scamble,scambled
scam,scammed
scamper,scampered
scandal,scandaled
scandalise,scandalised
scandalize,scandalized
scandal,scandalled
scan,scanted
scapulate,scapulated
scarf,scarfed
scarify,scarified
scarph,scarphed
scarve,scarved
scat,scatted
scepticize,scepticized
scepr,sceptred
schap,schapped
schedule,scheduled
schematise,schematised
schematize,schematized
scheme,schemed
schillerize,schillerized
schismatize,schismatized
schlep,schlepped
schlummerly,schlummerlied
schmoose,schmoosed
schmooze,schmoozed
school,schooled
schreinerize,schreinerized
schuss,schussed
sciagraph,sciagraphed
scintillate,scintillated
scintle,scintled
scissore,scissored
scythe-arm,scythe-armed
scyth,scythed
sclaff,sclaffed
sclerize,sclerized
sclerose,sclerosed
sclerotize,sclerotized
scoff,scoffed
scolde,scolded
sconce,sconced
scoote,scooted
scorify,scorified
scotch,scotched
tap,taped
scoute,scouted
scowl,scowled
scrabble,scrabbled
scraggle,scraggled
scraich,scraiched
scraigh,scraighed
scramble,scrambled
scram,scrammed
screech,screeched
screen,screened
screeve,screeved
screw,screwed
scribble,scribbled
scribe,scribed
scry,scried
scrieve,scrieved
scrimmage,scrimmaged
script,scripted
scripture,scriptured
scrobiculate,scrobiculated
scroddle,scroddled
scroll,scrolled
scrub,scrubbed
scrummage,scrummaged
scrum,scrummed
scrunch,scrunched
scruple,scrupled
scrutinise,scrutinised
scrutinize,scrutinized
scud,scudded
scuff,scuffed
scuffle,scuffled
scull,sculled
sculpt,sculpted
sculpture,sculptured
scumble,scumbled
scum,scummed
scurvy,scurvied
scutate,scutated
scutch,scutched
scutcheon,scutcheoned
scutellate,scutellated
scuttle,scuttled
scutulate,scutulated
sea,seabed
seal,sealed
sea,seamed
search,searched
seced,seceded
secret,secreted
sectarianise,sectarianised
sectarianize,sectarianized
sectionalise,sectionalised
sectionalize,sectionalized
sector,sectored
secularise,secularised
secularize,secularized
sedate,sedated
sedigitate,sedigitated
seduce,seduced
see,seeled
seethe,seethed
segregate,segregated
seise,seised
seize,seized
select,selected
administer,administered
affright,affrighted
assure,assured
corrupt,corrupted
deceiv,deceived
defend,defended
deny,denied
disciplin,disciplined
disclose,disclosed
discontent,discontented
discover,discovered
dislike,disliked
elect,elected
emit,emitted
employ,employed
enamoure,enamoured
endear,endeared
essentiate,essentiated
exalt,exalted
explain,explained
govern,governed
honoure,honoured
impose,imposed
kind,kindled
lubricate,lubricated
offer,offered
opinion,opinioned
oppose,opposed
outlaw,outlawed
pay,paid
perform,performed
pretend,pretended
restrain,restrained
restrict,restricted
retire,retired
scan,scanned
sediment,sedimented
slaughtere,slaughtered
sell,sold
soothe,soothed
sow,sowed
spit,spitted
stabilize,stabilized
steer,steered
stimulate,stimulated
subordain,subordained
suffice,sufficed
suggest,suggested
survey,surveyed
suspend,suspended
sustain,sustained
tax,taxed
torment,tormented
torture,tortured
transform,transformed
vindicate,vindicated
widower,widowered
will,willed
witness,witnessed
semiacidify,semiacidified
semiacidulate,semiacidulated
semianimate,semianimated
semianneal,semiannealed
semiappress,semiappressed
semiattach,semiattached
semiautomate,semiautomated
semibleach,semibleached
semiboil,semiboiled
semicarve,semicarved
semicircle,semicircled
semiclose,semiclosed
semicoagulate,semicoagulated
semicombin,semicombined
semiconceal,semiconcealed
semicordate,semicordated
semicoronate,semicoronated
semidefin,semidefined
semidetach,semidetached
semi-detach,semi-detached
semidisable,semidisabled
semidom,semidomed
semidry,semidried
semielevate,semielevated
semienclose,semienclosed
semiexpand,semiexpanded
semiexpose,semiexposed
semiexternalize,semiexternalized
semifasciate,semifasciated
semifictionalize,semifictionalized
semifinish,semifinished
semifix,semifixed
semiflex,semiflexed
semiform,semiformed
semifurnish,semifurnished
semifuse,semifused
semiharden,semihardened
semihumanize,semihumanized
semi-illuminate,semi-illuminated
semi-isolate,semi-isolated
semilin,semilined
semilunate,semilunated
semimanufacture,semimanufactured
semimercerize,semimercerized
seminate,seminated
seminationalize,seminationalized
semiorganize,semiorganized
semioxidate,semioxidated
semioxygenate,semioxygenated
semioxygenize,semioxygenized
semipalmate,semipalmated
semipectinate,semipectinated
semipetrify,semipetrified
semipopularize,semipopularized
semiprofessionalize,semiprofessionalized
semiprotect,semiprotected
semirationalize,semirationalized
semirefin,semirefined
semiskill,semiskilled
semistarve,semistarved
semistriate,semistriated
semisupinate,semisupinated
semitailor,semitailored
semitrim,semitrimmed
semiundress,semiundressed
semivitrify,semivitrified
semivulcanize,semivulcanized
sensate,sensated
sensationalise,sensationalised
sensationalize,sensationalized
sensualize,sensualized
sentimentalize,sentimentalized
sentinel,sentineled
sentinell,sentinelled
separate,separated
septangle,septangled
septate,septated
septicolor,septicolored
septuple,septupled
sequestrate,sequestrated
seren,serened
serialise,serialised
seriate,seriated
sermonise,sermonised
serrulate,serrulated
sesquihydrate,sesquihydrated
sess,sessed
cap,caped
sevenfold,sevenfolded
gate,gated
thorn,thorned
twin,twined
severalize,severalized
sexangle,sexangled
sexdigitate,sexdigitated
sex,sexed
sextuple,sextupled
shab,shabbed
shacke,shacked
shadowbox,shadowboxed
shag,shagged
shagreen,shagreened
shay,shayed
shal,shaled
ford,forded
shallowheart,shallowhearted
shallowpate,shallowpated
shamble,shambled
shameface,shamefaced
sham,shammed
shammy,shammied
shamoy,shamoyed
shampoo,shampooed
shanghay,shanghaied
shantie,shantied
shap,shaped
shard,sharded
sharecrop,sharecroped
sharecrop,sharecropped
shar,sharped
sharpen,sharpened
shin,shinned
stak,staked
whet,whetted
shatterhead,shatterheaded
shatterpate,shatterpated
shaule,shauled
shaw,shawed
shawl,shawled
sheaf,sheafed
sheave,sheaved
shebe,shebeen
sheen,sheened
sheephead,sheepheaded
sheepify,sheepified
sheepsh,sheepshed
sheetf,sheetfed
shelve,shelved
shepherd,shepherded
sheppherd,sheppherded
sherardize,sherardized
shevel,sheveled
shy,shied
shield,shielded
shifte,shifted
shill,shilled
shally,shallied
shim,shimmed
shimmy,shimmied
shin,shined
shingle,shingled
shinny,shinnied
shit,shitted
shlep,shlepped
shmooze,shmoozed
shoal,shoaled
shockhead,shockheaded
shoddy,shoddied
shoe,shoed
shoehorn,shoehorned
shog,shogged
shooe,shooed
shool,shooled
shoplift,shoplifted
shopsoil,shopsoiled
shore,shored
shortchange,shortchanged
short,shorted
shorten,shortened
shorthand,shorthanded
shorthead,shortheaded
slop,sloped
shotgun,shotgunned
stify,stified
shove,shoved
shovel,shoveled
shovell,shovelled
showcas,showcased
show,shown
shram,shrammed
shr,shred
shred,shredded
shrieve,shrieved
shril,shrilled
shrin,shrined
shrive,shrived
shrivel,shriveled
shrivell,shrivelled
shroff,shroffed
shrove,shroved
shrubb,shrubbed
shrug,shrugged
shuffle,shuffled
shush,shushed
shu,shuted
shuttle,shuttled
shuttlehead,shuttleheaded
sib,sibbed
sibilate,sibilated
sicce,sicced
ab,abed
sickb,sickbed
sicken,sickened
sickle,sickled
sickly,sicklied
siderate,siderated
sideslip,sideslipped
sidle,sidled
siegfry,siegfried
sieve,sieved
sigfry,sigfried
sigh,sighed
sigillate,sigillated
signal,signaled
signalise,signalised
signalize,signalized
signal,signalled
signature,signatured
sign,signed
signet,signeted
signify,signified
signpost,signposted
silicify,silicified
silkscreen,silkscreened
stockinge,stockinged
syllabify,syllabified
syllabise,syllabised
syllabize,syllabized
syllogize,syllogized
silverise,silverised
silverize,silverized
sound,sounded
symbol,symboled
symbolise,symbolised
symbolize,symbolized
symboll,symbolled
symmetrise,symmetrised
symmetrize,symmetrized
simonize,simonized
sympathise,sympathised
sympathize,sympathized
symphonise,symphonised
symphonize,symphonized
simple,simpled
simplex,simplexed
simulate,simulated
synapse,synapsed
synch,synched
synchronise,synchronised
synchronize,synchronized
syncopate,syncopated
syncretize,syncretized
single,singled
singlehand,singlehanded
hook,hooked
singularize,singularized
sinicize,sinicized
sinify,sinified
synonymise,synonymised
synonymize,synonymized
synopsise,synopsised
synopsize,synopsized
synthesize,synthesized
synthetise,synthetised
syntonise,syntonised
syntonize,syntonized
sinuate,sinuated
sinuatodentate,sinuatodentated
sinuatoserrate,sinuatoserrated
syphilize,syphilized
siphonate,siphonated
siphuncle,siphuncled
siphunculate,siphunculated
sissify,sissified
systematise,systematised
systematize,systematized
systeme,systemed
systemise,systemised
systemize,systemized
systolate,systolated
situate,situated
siwash,siwashed
sizzl,sizzled
skateboard,skateboarded
skedaddle,skedaddled
skeletonise,skeletonised
skeletonize,skeletonized
sketch,sketched
skiagraph,skiagraphed
sky,skied
skiffle,skiffled
skylin,skylined
skim,skimmed
skintle,skintled
skirl,skirled
skirmish,skirmished
skyrocket,skyrocketed
ski,skited
tincture,tinctured
skittle,skittled
skivvy,skivvied
skoal,skoaled
skreegh,skreeghed
skreigh,skreighed
slab,slabbed
slacken,slackened
slalom,slalomed
slamm,slammed
slash,slashed
slate,slated
slave,slaved
sleave,sleaved
sl,sled
sleeken,sleekened
sleigh,sleighed
slenderize,slenderized
sleuth,sleuthed
slice,sliced
brown,browned
slim,slimed
slim,slimmed
slipform,slipformed
slip,slipped
slosh,sloshed
slouch,slouched
slough,sloughed
slowbelly,slowbellied
slowmouth,slowmouthed
slub,slubbed
sluga,slugabed
sluice,sluiced
slum,slummed
slush,slushed
habit,habited
petale,petaled
vision,visioned
smalm,smalmed
smarten,smartened
smell,smelled
smile,smiled
smirch,smirched
smithy,smithied
smooch,smooched
smoothbor,smoothbored
smooth,smoothed
smoothen,smoothened
smoothmouth,smoothmouthed
smudge,smudged
smuggle,smuggled
smutch,smutched
smut,smutted
snaffle,snaffled
snaggle,snaggled
snaggletooth,snaggletoothed
snail,snailed
encircle,encircled
engirdle,engirdled
wande,wanded
snarl,snarled
snatch,snatched
snell,snelled
snib,snibbed
snibble,snibbled
sniff,sniffled
sniggle,sniggled
snitch,snitched
snivel,sniveled
snood,snooded
snool,snooled
snoozl,snoozled
snor,snored
snorkel,snorkeled
snowball,snowballed
chok,choked
snowsh,snowshed
whiten,whitened
snub,snubbed
snuffcolor,snuffcolored
snuff,snuffed
snuffle,snuffled
snuggle,snuggled
sob,sobbed
soberize,soberized
socialise,socialised
socket,socketed
sodden,soddened
softhead,softheaded
spleen,spleened
waft,wafted
soyle,soyled
solace,solaced
solarise,solarised
solarize,solarized
solate,solated
solecise,solecised
cadence,cadenced
solemnify,solemnified
solemnize,solemnized
fa,faed
solicit,solicited
solidarize,solidarized
solidate,solidated
solidify,solidified
soliloquise,soliloquised
soliloquize,soliloquized
solitudinize,solitudinized
solvaate,solvaated
solvable,solvabled
solvate,solvated
solve,solved
somnambulate,somnambulated
sonnet,sonneted
sonnetise,sonnetised
soodle,soodled
end,ended
sate,sated
sootie,sootied
sorb,sorbed
sorehead,soreheaded
try,tried
cloude,clouded
sortie,sortied
sosh,soshed
souffle,souffled
sough,soughed
soup,soupled
sourpuss,sourpussed
souse,soused
southe,southed
sovietise,sovietised
sozzl,sozzled
space,spaced
space-embosom,space-embosomed
spackle,spackled
spa,spaded
spa,spaed
spay,spayed
spall,spalled
spam,spammed
spancel,spanceled
spancell,spancelled
spa,spaned
spank,spanked
spankle,spankled
spa,spared
sparge,sparged
spark,sparked
sparkle,sparkled
sparkplug,sparkplugged
sparple,sparpled
spartle,spartled
spasm,spasmed
spate,spated
spath,spathed
spat,spatted
spatterdash,spatterdashed
spattle,spattled
spavy,spavied
spavin,spavined
spean,speaned
spear-fam,spear-famed
spearhead,spearheaded
spear-pierce,spear-pierced
specce,specced
specialise,specialised
specialize,specialized
speciate,speciated
specificize,specificized
specimenize,specimenized
spectacle,spectacled
spectate,spectated
specter,spectered
specr,spectred
speculate,speculated
speechify,speechified
speed,speeded
speel,speeled
speil,speiled
banne,banned
sphacelate,sphacelated
spice,spiced
spiculate,spiculated
spiderweb,spiderwebbed
spy,spied
spiele,spieled
spiff,spiffed
spil,spiled
spill,spilled
spindle,spindled
ray,rayed
spinulate,spinulated
spiral,spiraled
spirall,spiralled
spirantize,spirantized
spirate,spirated
spiritualize,spiritualized
spissate,spissated
spite,spited
splaymouth,splaymouthed
splenectomize,splenectomized
splice,spliced
splin,splined
splosh,sploshed
splurge,splurged
spoilate,spoilated
spoliate,spoliated
sponsor,sponsored
spoof,spoofed
spool,spooled
spoon,spooned
spoon-form,spoon-formed
spoor,spoored
spo,spored
sport,sported
sporulate,sporulated
spouse,spoused
spout,spouted
spraddle,spraddled
sprangle,sprangled
sprattle,sprattled
sprauchl,sprauchled
sprawl,sprawled
eagle,eagled
spreade,spreaded
spreath,spreathed
spry,spried
spright,sprighted
spring,springled
sneck,snecked
spritze,spritzed
sproute,sprouted
spruce,spruced
spume,spumed
spurgall,spurgalled
squab,squabbed
squabble,squabbled
squall,squalled
squamate,squamated
squamosodentate,squamosodentated
counter,countered
mesh,meshed
squareto,squaretoed
squash,squashed
squeal,squealed
squeeze,squeezed
squelch,squelched
squib,squibbed
squiff,squiffed
squiggle,squiggled
squinch,squinched
squinny,squinnied
squirm,squirmed
squirrel,squirreled
squirrell,squirrelled
squish,squished
squoosh,squooshed
squush,squushed
stab,stabbed
stabilise,stabilised
stable,stabled
stablish,stablished
stack,stacked
stagnate,stagnated
stalactit,stalactited
stalactitie,stalactitied
stal,staled
stall,stalled
stamen,stamened
stamped,stampeded
stanch,stanched
stanchel,stancheled
standardise,standardised
standardize,standardized
stanza,stanzaed
stapedectomize,stapedectomized
star-direct,star-directed
starlight,starlighted
skillead,skilled
start,startled
stash,stashed
statute,statuted
staunch,staunched
stead,steaded
steady,steadied
steal,stealed
steam,steamed
launder,laundered
steel,steeled
steelify,steelified
steepen,steepened
scarp,scarped
street,streeted
steeve,steeved
stellate,stellated
stell,stelled
stellify,stellified
stencil,stenciled
stencill,stencilled
stenograph,stenographed
stenose,stenosed
stereo,stereoed
sterilise,sterilised
sterilize,sterilized
stet,stetted
stevedor,stevedored
steward,stewarded
stibiate,stibiated
stickle,stickled
stie,stied
stiffen,stiffened
leather,leathered
swath,swathed
stifle,stifled
stigmatize,stigmatized
stylise,stylised
still,stilled
repai,repaired
stimy,stimied
stymy,stymied
stipple,stippled
stipulate,stipulated
stipule,stipuled
stithy,stithied
stitute,stituted
stob,stobbed
stockad,stockaded
stockpil,stockpiled
steal,stolen
qualm,qualmed
twitch,twitched
stonewall,stonewalled
stony,stonied
stonish,stonished
stool,stooled
stopple,stoppled
storey,storeyed
storiate,storiated
storify,storified
storm-arm,storm-armed
storme,stormed
stay,stayed
stout-arm,stout-armed
stouten,stoutened
stove,stoved
stow,stowed
straddle,straddled
straf,strafed
straggle,straggled
stray,strayed
straightbreed,straightbred
straightedge,straightedged
straighten,straightened
straightlace,straightlaced
tusk,tusked
straiten,straitened
straitlace,straitlaced
strange,strangered
strangle,strangled
strangulate,strangulated
stravage,stravaged
stravaige,stravaiged
straw,strawed
stream,streambed
streamlin,streamlined
strengthe,strengthed
strengthen,strengthened
stress,stressed
strew,strewed
strickle,strickled
stricture,strictured
stridulate,stridulated
stringhalt,stringhalted
striolate,striolated
striptease,stripteased
strive,strived
stro,strobed
stroy,stroyed
stroll,strolled
strom,stromed
stronghand,stronghanded
stronghead,strongheaded
strongheart,stronghearted
strophiolate,strophiolated
struct,structed
structure,structured
struggle,struggled
strum,strummed
strunt,strunted
strut,strutted
stub,stubbed
stubble,stubbled
stumble,stumbled
stumm,stummed
stupefy,stupefied
stuprate,stuprated
subadministrate,subadministrated
subaerate,subaerated
subalate,subalated
suballocate,suballocated
subangle,subangled
subangulate,subangulated
subappress,subappressed
subarcuate,subarcuated
subattenuate,subattenuated
sub,subbed
subbranch,subbranched
subcarburet,subcarbureted
subcarburet,subcarburetted
subcarinate,subcarinated
subcivilize,subcivilized
subclass,subclassed
subclassify,subclassified
subcommend,subcommended
subcompensate,subcompensated
subcompress,subcompressed
subconceal,subconcealed
subcontain,subcontained
subcontroll,subcontrolled
subcool,subcooled
subcrenate,subcrenated
subcultrate,subcultrated
subculture,subcultured
subdate,subdated
subdelegate,subdelegated
subdemonstrate,subdemonstrated
subdentate,subdentated
subdent,subdented
subdenticulate,subdenticulated
subdepress,subdepressed
subdilate,subdilated
subdistinguish,subdistinguished
subduce,subduced
subduct,subducted
subedit,subedited
subelongate,subelongated
subemarginate,subemarginated
subemploy,subemployed
subendorse,subendorsed
subentitle,subentitled
suberise,suberised
suberize,suberized
subfastigiate,subfastigiated
subgape,subgaped
subhook,subhooked
subimpose,subimposed
subimpress,subimpressed
subinfer,subinferred
subinfeudate,subinfeudated
subintroduce,subintroduced
subinvolute,subinvoluted
subirrigate,subirrigated
subject,subjected
subjoin,subjoined
subjugate,subjugated
sublate,sublated
sublease,subleased
sublicense,sublicensed
sublight,sublighted
sublimate,sublimated
sublim,sublimed
sublunate,sublunated
submargin,submargined
submarine,submarined
submerse,submersed
subminiaturize,subminiaturized
submit,submitted
submucronate,submucronated
submultiplex,submultiplexed
subnitrate,subnitrated
suborbiculate,suborbiculated
subordinate,subordinated
suborn,suborned
subovate,subovated
subpalmate,subpalmated
subpartition,subpartitioned
subpectinate,subpectinated
subpeduncle,subpeduncled
subpedunculate,subpedunculated
subpeltate,subpeltated
subpena,subpenaed
subpetiolate,subpetiolated
subpoena,subpoenaed
subrogate,subrogated
subsample,subsampled
subsaturate,subsaturated
subscribe,subscribed
subscript,subscripted
subserrate,subserrated
subserve,subserved
subsidize,subsidized
subsist,subsisted
subsoil,subsoiled
subspecialize,subspecialized
substance,substanced
substandardize,substandardized
substantialize,substantialized
substantiate,substantiated
substantivize,substantivized
substitute,substituted
substriate,substriated
substructure,substructured
subsum,subsumed
subtend,subtended
subterraneanize,subterraneanized
subtilise,subtilised
subtilize,subtilized
subtitle,subtitled
subtotal,subtotaled
subtotall,subtotalled
subtract,subtracted
subtruncate,subtruncated
subturriculate,subturriculated
subtwin,subtwined
subulate,subulated
subumbellate,subumbellated
subuncinate,subuncinated
suburbanise,suburbanised
suburbanize,suburbanized
subur,suburbed
subven,subvened
subverse,subversed
subvert,subverted
subverticilate,subverticilated
subvitalise,subvitalised
subvitalize,subvitalized
subwaye,subwayed
succuss,succussed
suck,suckled
sudse,sudsed
sue,sued
sue,sueded
suffix,suffixed
sufflate,sufflated
suffocate,suffocated
suffumigate,suffumigated
sugarcoate,sugarcoated
sugh,sughed
sulfate,sulfated
sulfatize,sulfatized
sulfonate,sulfonated
sulfuret,sulfureted
sulfuret,sulfuretted
sulfurize,sulfurized
sully,sullied
sulphate,sulphated
sulphatize,sulphatized
sulphonate,sulphonated
sulphurate,sulphurated
sulphureosuffuse,sulphureosuffused
sulphuret,sulphureted
sulphuret,sulphuretted
sulphur-impregnate,sulphur-impregnated
sulphurize,sulphurized
sultanate,sultanated
summarise,summarised
summarize,summarized
summate,summated
till,tilled
summon,summoned
summonse,summonsed
sunbath,sunbathed
sunbeam,sunbeamed
sunbonnet,sunbonneted
bronze,bronzed
gaze,gazed
sunlight,sunlighted
sunspot,sunspotted
sun-warm,sun-warmed
superaccomplish,superaccomplished
superaccumulate,superaccumulated
superacidulate,superacidulated
superannate,superannated
superannuate,superannuated
superassume,superassumed
superbelove,superbeloved
superbless,superblessed
supercarburet,supercarbureted
superced,superceded
supercharge,supercharged
superclassify,superclassified
superconsecrate,superconsecrated
supercool,supercooled
supercultivate,supercultivated
superdecorate,superdecorated
superelate,superelated
superelevate,superelevated
superemphasize,superemphasized
superendorse,superendorsed
superengrave,superengraved
supererogate,supererogated
superexcit,superexcited
superfetate,superfetated
superfinance,superfinanced
superfructify,superfructified
superfuse,superfused
supergratify,supergratified
supergravitate,supergravitated
superguarantee,superguaranteed
superheate,superheated
superhumanize,superhumanized
superillustrate,superillustrated
superimply,superimplied
superimpose,superimposed
superimpregnate,superimpregnated
superimprove,superimproved
superincrease,superincreased
superinduce,superinduced
superinfer,superinferred
superinfuse,superinfused
superinsaniate,superinsaniated
superinscribe,superinscribed
superinsscribe,superinsscribed
superintend,superintended
superly,superlied
supernaturalise,supernaturalised
supernaturalize,supernaturalized
superordinate,superordinated
superoxygenate,superoxygenated
superphysicpose,superphysicposed
superpopulate,superpopulated
superpose,superposed
superpraise,superpraised
superprepar,superprepared
superproduce,superproduced
superquote,superquoted
superrefin,superrefined
superrheumatize,superrheumatized
supersaturate,supersaturated
superscribe,superscribed
superscript,superscripted
supersed,superseded
supersensitise,supersensitised
supersensitize,supersensitized
supersimplify,supersimplified
supersize,supersized
superspecialize,superspecialized
superstimulate,superstimulated
superstruct,superstructed
supersublimate,supersublimated
supersubtilize,supersubtilized
supersulfuret,supersulfureted
supersulfurize,supersulfurized
